research_no,id,hotel_name,prefecture,area,station,venueId,venueNumber,venue_name,rank,genre,jalan_url,jalan_hotel_name,verification_status,name_similarity,prefecture_match,station_match,verification_note,search_url,candidate_url,checked_at,error
733,stage-245-1,KOKO HOTEL Premier 熊本,熊本県,熊本,桜町,stage-245,245,熊本県立劇場 演劇ホール,1,stage,https://www.jalan.net/yad334744/,ＫＯＫＯ ＨＯＴＥＬ Ｐｒｅｍｉｅｒ 熊本,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22KOKO%20HOTEL%20Premier%20%E7%86%8A%E6%9C%AC%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad334744/,2026-08-08T16:27:54+09:00,
734,stage-245-2,ダイワロイネットホテル熊本銀座通り PREMIER,熊本県,熊本,熊本,stage-245,245,熊本県立劇場 演劇ホール,2,stage,https://www.jalan.net/yad308775/,ダイワロイネットホテル熊本銀座通り PREMIER,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%80%E3%82%A4%E3%83%AF%E3%83%AD%E3%82%A4%E3%83%8D%E3%83%83%E3%83%88%E3%83%9B%E3%83%86%E3%83%AB%E7%86%8A%E6%9C%AC%E9%8A%80%E5%BA%A7%E9%80%9A%E3%82%8A%20PREMIER%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad308775/,2026-08-08T16:27:58+09:00,
735,stage-245-3,三井ガーデンホテル熊本,熊本県,熊本,熊本,stage-245,245,熊本県立劇場 演劇ホール,3,stage,https://www.jalan.net/yad316105/,三井ガーデンホテル熊本,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E4%B8%89%E4%BA%95%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3%E3%83%9B%E3%83%86%E3%83%AB%E7%86%8A%E6%9C%AC%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad316105/,2026-08-08T16:28:02+09:00,
736,stage-246-1,JR九州ホテル ブラッサム大分,大分県,大分,大分,stage-246,246,iichikoグランシアタ,1,stage,https://www.jalan.net/yad339266/,ＪＲ九州ホテルブラッサム大分,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22JR%E4%B9%9D%E5%B7%9E%E3%83%9B%E3%83%86%E3%83%AB%20%E3%83%96%E3%83%A9%E3%83%83%E3%82%B5%E3%83%A0%E5%A4%A7%E5%88%86%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad339266/,2026-08-08T16:28:05+09:00,
737,stage-246-2,ダイワロイネットホテル大分,大分県,大分,大分,stage-246,246,iichikoグランシアタ,2,stage,https://www.jalan.net/yad342480/,ダイワロイネットホテル大分,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%80%E3%82%A4%E3%83%AF%E3%83%AD%E3%82%A4%E3%83%8D%E3%83%83%E3%83%88%E3%83%9B%E3%83%86%E3%83%AB%E5%A4%A7%E5%88%86%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad342480/,2026-08-08T16:28:09+09:00,
738,stage-246-3,ホテル日航大分 オアシスタワー,大分県,大分,大分,stage-246,246,iichikoグランシアタ,3,stage,https://www.jalan.net/yad338475/,ホテル日航大分 オアシスタワー,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%AB%E6%97%A5%E8%88%AA%E5%A4%A7%E5%88%86%20%E3%82%AA%E3%82%A2%E3%82%B7%E3%82%B9%E3%82%BF%E3%83%AF%E3%83%BC%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad338475/,2026-08-08T16:28:13+09:00,
739,stage-247-1,JR九州ホテル長崎,長崎県,長崎・浦上,長崎,stage-247,247,ベネックス長崎ブリックホール 大ホール,1,stage,https://www.jalan.net/yad318707/,ＪＲ九州ホテル長崎,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22JR%E4%B9%9D%E5%B7%9E%E3%83%9B%E3%83%86%E3%83%AB%E9%95%B7%E5%B4%8E%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad318707/,2026-08-08T16:28:16+09:00,
740,stage-247-2,ホテルフォルツァ長崎,長崎県,長崎・浦上,長崎,stage-247,247,ベネックス長崎ブリックホール 大ホール,2,stage,https://www.jalan.net/yad308596/,FORZA ホテルフォルツァ長崎,verified,0.97,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%AB%E3%83%95%E3%82%A9%E3%83%AB%E3%83%84%E3%82%A1%E9%95%B7%E5%B4%8E%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad308596/,2026-08-08T16:28:20+09:00,
741,stage-247-3,ドーミーインPREMIUM長崎駅前,長崎県,長崎・浦上,長崎,stage-247,247,ベネックス長崎ブリックホール 大ホール,3,stage,https://www.jalan.net/yad396693/,天然温泉 鶴港の湯 ドーミーインPREMIUM長崎駅前,verified,0.97,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%89%E3%83%BC%E3%83%9F%E3%83%BC%E3%82%A4%E3%83%B3PREMIUM%E9%95%B7%E5%B4%8E%E9%A7%85%E5%89%8D%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad396693/,2026-08-08T16:28:25+09:00,
742,stage-248-1,JR九州ホテル宮崎,宮崎県,宮崎,宮崎,stage-248,248,メディキット県民文化センター 演劇ホール,1,stage,https://www.jalan.net/yad361436/,ＪＲ九州ホテル宮崎,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22JR%E4%B9%9D%E5%B7%9E%E3%83%9B%E3%83%86%E3%83%AB%E5%AE%AE%E5%B4%8E%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad361436/,2026-08-08T16:28:29+09:00,
743,stage-248-2,コンフォートホテル宮崎,宮崎県,宮崎,宮崎,stage-248,248,メディキット県民文化センター 演劇ホール,2,stage,https://www.jalan.net/yad369616/,コンフォートホテル宮崎,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%82%B3%E3%83%B3%E3%83%95%E3%82%A9%E3%83%BC%E3%83%88%E3%83%9B%E3%83%86%E3%83%AB%E5%AE%AE%E5%B4%8E%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad369616/,2026-08-08T16:28:33+09:00,
744,stage-248-3,ドーミーイン宮崎,宮崎県,宮崎,宮崎,stage-248,248,メディキット県民文化センター 演劇ホール,3,stage,https://www.jalan.net/yad398448/,天然温泉 日向の湯 ドーミーイン宮崎,verified,0.97,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%89%E3%83%BC%E3%83%9F%E3%83%BC%E3%82%A4%E3%83%B3%E5%AE%AE%E5%B4%8E%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad398448/,2026-08-08T16:28:36+09:00,
745,stage-249-1,JR九州ホテル鹿児島,鹿児島県,鹿児島,鹿児島中央,stage-249,249,川商ホール 第1ホール,1,stage,https://www.jalan.net/yad399054/,ＪＲ九州ホテル鹿児島,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22JR%E4%B9%9D%E5%B7%9E%E3%83%9B%E3%83%86%E3%83%AB%E9%B9%BF%E5%85%90%E5%B3%B6%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad399054/,2026-08-08T16:28:40+09:00,
746,stage-249-2,ソラリア西鉄ホテル鹿児島,鹿児島県,鹿児島,鹿児島中央,stage-249,249,川商ホール 第1ホール,2,stage,https://www.jalan.net/yad346291/,ソラリア西鉄ホテル鹿児島,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%82%BD%E3%83%A9%E3%83%AA%E3%82%A2%E8%A5%BF%E9%89%84%E3%83%9B%E3%83%86%E3%83%AB%E9%B9%BF%E5%85%90%E5%B3%B6%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad346291/,2026-08-08T16:28:44+09:00,
747,stage-249-3,ダイワロイネットホテル鹿児島天文館 PREMIER,鹿児島県,鹿児島,天文館,stage-249,249,川商ホール 第1ホール,3,stage,https://www.jalan.net/yad388886/,ダイワロイネットホテル鹿児島天文館 PREMIER,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%80%E3%82%A4%E3%83%AF%E3%83%AD%E3%82%A4%E3%83%8D%E3%83%83%E3%83%88%E3%83%9B%E3%83%86%E3%83%AB%E9%B9%BF%E5%85%90%E5%B3%B6%E5%A4%A9%E6%96%87%E9%A4%A8%20PREMIER%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad388886/,2026-08-08T16:28:47+09:00,
748,stage-250-1,ホテル コレクティブ,沖縄県,那覇・国際通り,国際通り,stage-250,250,那覇文化芸術劇場なはーと 大劇場,1,stage,https://www.jalan.net/yad382520/,ホテルコレクティブ,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%AB%20%E3%82%B3%E3%83%AC%E3%82%AF%E3%83%86%E3%82%A3%E3%83%96%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad382520/,2026-08-08T16:28:50+09:00,
749,stage-250-2,ダイワロイネットホテル那覇国際通り,沖縄県,那覇・国際通り,牧志,stage-250,250,那覇文化芸術劇場なはーと 大劇場,2,stage,https://www.jalan.net/yad304700/,ダイワロイネットホテル那覇国際通り,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%80%E3%82%A4%E3%83%AF%E3%83%AD%E3%82%A4%E3%83%8D%E3%83%83%E3%83%88%E3%83%9B%E3%83%86%E3%83%AB%E9%82%A3%E8%A6%87%E5%9B%BD%E9%9A%9B%E9%80%9A%E3%82%8A%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad304700/,2026-08-08T16:28:54+09:00,
750,stage-250-3,ホテルグレイスリー那覇,沖縄県,那覇・国際通り,国際通り,stage-250,250,那覇文化芸術劇場なはーと 大劇場,3,stage,https://www.jalan.net/yad306815/,ホテルグレイスリー那覇,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%AB%E3%82%B0%E3%83%AC%E3%82%A4%E3%82%B9%E3%83%AA%E3%83%BC%E9%82%A3%E8%A6%87%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad306815/,2026-08-08T16:28:58+09:00,
